X,molecule,Value,logTox,Value_mmol,logToxm,stars,amine,amidine,acid,amide,rotor,rtvFG,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip.2.V,ACxDN..5.SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo.w,QPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP.eV.,EA.eV.,SAfluorine,SAamideO,PSA,NandO,RuleOf5,ringatoms,in34,in56,noncon,nonHatm,HOMO_AM1,LUMO_AM1,dE,Species,Measure,Time.h.,aveTOX,EA.AM1,IA.AM1,Chem.Pot
461,1198556,1.27,0.2390169,0.01,-5.27,2,0,0,0,0,2,0,247.89,4.58,366.57,0,87.7,44.69,234.17,578.57,2,1.5,0.04,0.01,0.92,16.14,6.73,9.89,5.55,2.34,-2.81,-3.1,1459.49,0.32,10000,-2.79,9.55,0.75,0,0,41.77,2,0,6,0,6,0,12,-9.36,-0.8,8.56,Fathead,LC50,96,1.27,0.8,9.36,-5.08
272,120070,735,6.599870499,4.06,1.4,2,0,0,0,0,7,0,181.23,0.52,399.17,142.38,87.67,169.12,0,659.31,2,4.4,0,0.02,0.92,17.35,6.82,10.27,8.15,1.14,-1.09,-3.67,1460.7,-0.55,745.11,-1.87,7.88,-0.65,0,0,42.86,3,0,6,0,6,0,13,-8.07,0.73,8.8,Fathead,LC50,96,735,-0.73,8.07,-3.67
273,120218,23.9,3.173878459,0.14,-2,0,0,0,0,0,4,0,177.25,5.69,424.88,239.86,75.71,109.32,0,694.38,0,3,0.05,0,0.89,20.11,6,8.1,4.07,1.78,-2.17,-3.79,1896.57,-0.31,988.1,-2.15,8.26,0.15,0,0,38.37,2,0,6,0,6,0,13,-8.4,-0.09,8.31,Fathead,LC50,96,23.9,0.09,8.4,-4.245
462,1204213,0.07,-2.659260037,0,-5.97,1,0,0,0,0,4,1,259.1,6.97,395.06,216.77,37.75,63.64,76.9,658.54,0,3.5,0.07,0,0.93,18.24,5.88,8.27,3.95,1.99,-1.56,-3.02,4344.45,0.22,6384.99,-1.61,9.12,0.68,0,0,41.72,3,0,6,0,6,0,14,-8.9,-0.55,8.35,Fathead,LC50,96,0.07,0.55,8.9,-4.725
274,120809,9.22,2.221375038,0.08,-2.48,6,0,0,0,0,2,0,110.11,4.45,287.1,0,100.93,186.18,0,420.1,2,1.5,0.05,0.01,0.94,11.15,4.73,7.47,6.33,0.8,0.71,-3.31,1093.44,-0.31,544.86,-2.53,9.59,-0.1,0,0,43.75,2,0,6,0,6,0,8,-9.28,0.19,9.47,Fathead,LC50,96,9.22,-0.19,9.28,-4.545
275,120821,2.99,1.095273387,0.02,-4.1,7,0,0,0,0,0,0,181.45,1.86,332.46,0,0,131.84,200.62,505.11,0,0,0.01,0,0.92,15.32,5.3,5.1,1.49,2.91,-3.13,-3.41,9906.04,0.19,10000,-1.06,9.47,0.44,0,0,0,0,0,6,0,6,0,9,-9.62,-0.47,9.15,Fathead,LC50,96,2.99,0.47,9.62,-5.045
276,120832,7.75,2.047692843,0.05,-3.05,4,0,0,0,0,1,0,163,2.78,322.26,0,47.89,135.22,139.15,485.22,1,0.75,0.02,0,0.93,13.91,5.28,6.5,3.77,2.83,-1.46,-3.36,3481.66,0.47,10000,-1.83,9.47,0.31,0,0,21.49,1,0,6,0,6,0,9,-9.27,-0.24,9.03,Fathead,LC50,96,7.75,0.24,9.27,-4.755
277,121142,24.3,3.19047635,0.13,-2.02,3,0,0,0,0,2,0,182.14,6.84,366,73.87,181.64,110.49,0,572.23,0,2,0.08,0,0.91,16.52,5.63,7.4,4.12,1,-1.78,-3.5,187.69,-1.02,81.1,-4.29,11.38,1.92,0,0,86.6,6,0,6,0,6,0,13,-11.03,-1.84,9.19,Fathead,LC50,96,24.3,1.84,11.03,-6.435
278,121324,87.6,4.472780998,0.53,-0.64,0,0,0,0,0,4,0,166.18,3.99,382.36,150.2,130.5,101.67,0,599.22,1,3.5,0.03,0.01,0.9,16.23,5.61,8.45,6.25,0.39,-1.38,-3.65,573.34,-0.75,271.16,-3.18,9.4,0.67,0,0,67.3,3,0,6,0,6,0,12,-9.14,-0.46,8.68,Fathead,LC50,96,87.6,0.46,9.14,-4.8
279,121335,83.8,4.428433007,0.55,-0.6,1,0,0,0,0,3,0,152.15,3.78,338.52,105.8,131.06,101.67,0,527.46,1,3.5,0.03,0.01,0.93,14,5.18,7.78,6.37,0.85,-0.96,-3.11,566.37,-0.62,267.6,-3.29,9.42,0.68,0,0,67.77,3,0,6,0,6,0,11,-9.14,-0.48,8.66,Fathead,LC50,96,83.8,0.48,9.14,-4.81
280,121697,64.1,4.160444364,0.53,-0.64,6,0,0,0,0,1,0,121.18,1.8,340.37,153.76,1.3,185.32,0,524.58,0,1,0.01,0,0.92,15.97,4.5,4.92,2.57,2.34,-1.94,-3.64,9629.15,0.49,5721.27,-0.8,7.96,-0.64,0,0,3.42,1,0,6,0,6,0,9,-8.27,0.71,8.98,Fathead,LC50,96,64.1,-0.71,8.27,-3.78
281,121733,18.8,2.93385687,0.12,-2.13,4,0,0,0,0,1,0,157.56,5.92,327.48,0,96.89,158.83,71.76,494.05,0,1,0.07,0,0.92,14.49,5.14,6.07,3.04,1.84,-1.86,-3.54,1194.22,-0.08,1481.8,-2.65,10.23,1.34,0,0,44.61,3,0,6,0,6,0,10,-10.37,-1.29,9.08,Fathead,LC50,96,18.8,1.29,10.37,-5.83
282,121755,14.1,2.646174797,0.04,-3.15,1,0,0,0,0,9,5,330.35,5.98,559.76,433.77,59.18,0,66.81,989.89,0,5.5,0.04,0,0.86,27.68,8.32,11.82,4.92,2.43,-3.24,-3.83,2720.71,-0.35,3389.59,-1.75,9.15,2.04,0,0,81.07,6,0,0,0,0,0,19,-10.06,-2.56,7.5,Fathead,LC50,96,14.1,2.56,10.06,-6.31
283,121879,20.1,3.000719815,0.12,-2.15,0,0,0,0,0,2,0,172.57,9.03,340.35,0,151.42,122.69,66.24,520.39,1.5,2,0.16,0.01,0.92,14.56,5.83,10.14,6.15,1.45,-1.89,-3.42,363.05,-0.59,381.58,-3.69,9.15,0.94,0,0,69.7,4,0,6,0,6,0,11,-9.26,-0.91,8.35,Fathead,LC50,96,20.1,0.91,9.26,-5.085
284,122032,6.62,1.89009537,0.04,-3.11,2,0,0,0,0,2,0,148.2,4.04,381.04,182.18,75.78,123.08,0,607.34,0,2,0.03,0,0.91,18.04,5.34,6.68,3.52,1.86,-1.86,-3.57,1893.65,-0.17,986.46,-2.29,9.84,0.48,0,0,36.74,1,0,6,0,6,0,11,-9.75,-0.41,9.34,Fathead,LC50,96,6.62,0.41,9.75,-5.08
285,122394,3.79,1.332366019,0.02,-3.8,1,0,0,0,0,2,0,169.23,1.21,402.42,0,17.58,384.84,0,640.67,1,0.5,0,0,0.89,21.88,7.2,8.43,4.94,3.46,-3.37,-5.1,6748.84,0.3,3896.27,-0.3,8.01,-0.08,0,0,12.87,1,0,12,0,12,0,13,-8.1,0.21,8.31,Fathead,LC50,96,3.79,-0.21,8.1,-3.945
286,122996,344,5.840641657,2.49,0.91,1,0,0,0,0,4,0,138.17,2.96,342.11,93.31,54.83,193.98,0,526.54,1,2.45,0.02,0.01,0.92,14.2,5.16,6.86,5.23,1.53,-0.97,-3.72,2991.7,-0.11,1617.19,-1.46,9.15,-0.38,0,0,31.78,2,0,6,0,6,0,10,-9.13,0.37,9.51,Fathead,LC50,96,344,-0.37,9.13,-4.38
287,123079,10.4,2.341805806,0.09,-2.46,4,0,0,0,0,2,0,122.17,2.51,336.9,129.73,54.47,152.7,0,514.81,1,0.75,0.01,0,0.92,14.62,4.74,6.02,3.7,2.09,-1.06,-3.52,3015.22,0.02,1630.94,-1.79,9.42,-0.24,0,0,22.47,1,0,6,0,6,0,9,-9.31,0.28,9.58,Fathead,LC50,96,10.4,-0.28,9.31,-4.515
288,123159,18.8,2.93385687,0.19,-1.67,7,0,0,0,0,3,0,100.16,3.64,324.87,258.08,66.79,0,0,491.24,0,2,0.03,0,0.93,11.58,3.32,4.17,2.26,1.2,-0.83,-2.72,2304.29,-0.14,1219.58,-2.46,10.56,-0.84,0,0,35.18,1,0,0,0,0,0,7,-10.44,0.9,11.34,Fathead,LC50,96,18.8,-0.9,10.44,-4.77
289,123546,135,4.905274778,1.35,0.3,8,0,0,0,0,2,2,100.12,6.51,266.13,182.61,83.51,0,0,410.79,0,4,0.1,0,1,9,3.5,5.63,4.43,-0.44,1.12,-1.46,1599.34,-0.11,821.84,-2.87,10.04,-0.83,0,0,51.46,2,0,0,0,0,0,7,-10.74,0.33,11.07,Fathead,LC50,96,135,-0.33,10.74,-5.205
290,123660,8.9,2.186051277,0.06,-2.79,4,0,0,0,0,5,1,144.21,2.46,432.01,382.76,49.25,0,0,665.6,0,2,0.01,0,0.85,17.27,4.44,5.61,1.96,2.45,-2.43,-3.9,3379.26,-0.19,1844.78,-1.95,11.09,-1.23,0,0,35.99,2,0,0,0,0,0,10,-11.2,1.2,12.4,Fathead,LC50,96,8.9,-1.2,11.2,-5
291,123728,14.7,2.687847494,0.2,-1.59,8,0,0,0,0,2,0,72.11,3.58,271.94,195.69,76.25,0,0,386.05,0,2,0.03,0,0.94,8.01,2.36,3.12,2.42,0.73,-0.07,-2.46,1874.09,-0.13,975.45,-2.73,10.64,-0.84,0,0,37.54,1,0,0,0,0,0,5,-10.59,0.87,11.46,Fathead,LC50,96,14.7,-0.87,10.59,-4.86
292,123864,18,2.890371758,0.16,-1.86,7,0,0,0,0,3,1,116.16,2.78,368.52,306.52,62,0,0,548.24,0,2,0.01,0,0.88,13.86,3.43,4.67,2.34,1.41,-1.33,-3.49,2558.6,-0.15,1365.69,-2.37,11.13,-1.2,0,0,38.58,2,0,0,0,0,0,8,-11.18,1.15,12.33,Fathead,LC50,96,18,-1.15,11.18,-5.015
293,123911,10300,9.239899174,117,4.76,13,0,0,0,0,0,0,88.11,0,224.29,224.29,0,0,0,337,0,3.4,0,0,1,7.33,2.65,3,3.61,-0.28,1.36,-0.82,9906.04,-0.91,5899.29,-1.52,10.56,-2.84,0,0,19.61,2,0,6,0,6,4,6,-10.21,2.83,13.03,Fathead,LC50,96,10300,-2.83,10.21,-3.69
294,124221,0.1,-2.302585093,0,-7.49,3,1,0,0,0,11,0,185.35,1.54,541.59,477.5,64.09,0,0,883.25,2,1,0,0,0.82,22.13,7.15,9.39,2.95,3.12,-2.4,-5.14,609.62,-0.33,320.55,-3.71,9.56,-3.01,0,0,27.23,1,0,0,0,0,0,13,-9.69,3.4,13.09,Fathead,LC50,96,0.1,-3.4,9.69,-3.145
296,126738,9.48,2.249184316,0.04,-3.34,2,0,0,0,0,12,3,266.32,4.55,587.03,553.82,30.9,0,2.31,996.16,0,5,0.02,0,0.82,26.01,7.63,10.08,3.62,3.15,-2.78,-4.42,5045.54,-0.46,2929.22,-0.94,10.42,-0.56,0,0,41.07,4,0,0,0,0,0,17,-11.25,0.74,11.99,Fathead,LC50,96,9.48,-0.74,11.25,-5.255
297,126818,11500,9.350102314,82,4.41,2,0,0,0,0,0,2,140.18,4.84,340.66,244.94,95.72,0,0,542.57,0,4,0.04,0,0.94,15.56,4.27,7.14,5.13,0.22,-0.58,-2.43,1225.15,-0.15,616.13,-3.28,10.87,-0.39,0,0,52.98,2,0,6,0,6,4,10,-10.77,0.43,11.2,Fathead,LC50,96,11500,-0.43,10.77,-5.17
298,127004,245,5.501258211,2.59,0.95,9,0,0,0,0,1,0,94.54,4.09,268.52,153.04,44.81,0,70.67,381.05,1,1.7,0.04,0.01,0.95,8.45,2.85,4.95,3.61,0.5,-0.2,-2.4,3723.45,0.34,4995.7,-2.25,10.3,-1.17,0,0,21.85,1,0,0,0,0,0,5,-11.01,1.4,12.41,Fathead,LC50,96,245,-1.4,11.01,-4.805
299,127184,16.5,2.803360381,0.1,-2.31,11,0,0,0,0,0,0,165.83,0,282.3,0,0,17.8,264.5,405.93,0,0,0,0,0.94,10.26,4,3.4,0.61,2.55,-2.15,-2.6,9906.04,0.19,10000,-1.46,9.56,0.2,0,0,0,0,0,0,0,0,0,6,-9.9,-0.44,9.46,Fathead,LC50,96,16.5,0.44,9.9,-5.17
300,127662,113,4.727387819,0.77,-0.26,2,0,0,0,0,3,0,146.19,1.95,370.99,106.36,37.84,226.79,0,578.05,1.5,0.75,0.01,0,0.9,17.22,5.78,7.55,4.69,2.76,-1.7,-4.16,4335.84,0.07,2415.19,-1.13,9.87,-0.16,0,0,19.96,1,0,6,0,6,0,11,-9.64,0.32,9.96,Fathead,LC50,96,113,-0.32,9.64,-4.66
301,128370,0.36,-1.021651248,0,-6.41,3,0,0,0,0,3,0,220.35,1.97,480.19,447.08,6.63,26.47,0,846.93,1,0.75,0,0,0.9,26.07,6.74,9.46,2.64,4.2,-4.19,-3.25,8570.83,0.33,5044.72,-1.26,9.19,-0.34,0,0,9.32,1,0,6,0,6,0,16,-8.64,0.51,9.15,Fathead,LC50,96,0.36,-0.51,8.64,-4.065
564,13071799,0.01,-4.605170186,4.61E-05,-9.98,4,0,0,0,0,8,3,288.42,3.34,486.88,401.16,0,0,85.72,870.86,0,2,0.01,0,0.91,23.56,7.14,8.11,1.13,3.75,-5.16,-3.06,9906.04,0.08,10000,-0.75,9.1,2.04,0,0,16.81,2,0,0,0,0,0,15,-8.89,-2.41,6.48,Fathead,LC50,96,0.01,2.41,8.89,-5.65
565,13209159,0.44,-0.820980552,0,-6.87,6,0,0,0,0,2,4,421.75,2.08,415.82,15.08,0,132.61,268.13,680.35,0,0,0.01,0,0.9,21.06,7.44,7.33,1.27,5.02,-4.9,-3.79,9906.04,0.22,10000,-0.86,10.26,1.31,0,0,0,0,1,6,0,6,0,12,-9.99,-0.77,9.22,Fathead,LC50,96,0.44,0.77,9.99,-5.38
303,132649,1.5,0.405465108,0.01,-4.72,4,0,0,0,0,0,0,168.2,1.16,362.74,0,0,362.74,0,581.79,0,0.5,0,0,0.93,20.59,6.41,6.54,3.55,3.97,-4.61,-4.41,9906.04,-0.04,5899.29,-0.24,9.13,0.39,0,0,8.34,1,0,13,0,13,0,13,-8.94,-0.4,8.54,Fathead,LC50,96,1.5,0.4,8.94,-4.67
304,133119,4.76,1.560247668,0.02,-3.87,0,0,0,0,0,4,1,229.24,6.18,473.17,0,132.76,340.41,0,761.45,1.5,3.25,0.05,0.01,0.85,25,8.79,12.74,8.59,2.24,-3.07,-5.55,545.7,-0.9,257.05,-2.38,8.56,0.23,0,0,77.79,4,0,12,0,12,0,17,-8.95,-0.35,8.6,Fathead,LC50,96,4.76,0.35,8.95,-4.65
305,134623,110,4.700480366,0.58,-0.55,0,0,0,0,0,3,0,191.27,4.63,434.71,285.8,33.59,115.32,0,726.02,0,3,0.03,0,0.9,22.08,6.12,8.4,4.07,2.08,-2.39,-3.72,4756.93,0.11,2669.68,-1.44,9.37,0.08,0,0,26.1,2,0,6,0,6,0,14,-9.54,0.15,9.69,Fathead,LC50,96,110,-0.15,9.54,-4.695
566,13608872,2,0.693147181,0.01,-4.72,3,0,0,0,0,1,0,223.49,5.7,381.79,81.37,40.46,87.98,171.99,608.44,0,2,0.05,0,0.91,18.39,6.06,7.82,3.32,2.74,-3.23,-3.42,4094.63,0.6,10000,-1.86,9.61,1,0,0,25.56,1,0,6,0,6,0,12,-9.96,-0.68,9.28,Fathead,LC50,96,2,0.68,9.96,-5.32
306,137406,4790,8.47428569,49.9,3.91,9,0,0,1,0,1,0,74.08,3.12,244.99,140.35,104.63,0,0,337.01,1,2,0.03,0.01,0.96,6.69,2.37,4.26,4.23,0.2,0.31,-0.44,255.42,-0.26,143.92,-3.35,11.09,-1.33,0,0,49.22,2,0,0,0,0,0,5,-3.99,5,8.99,Fathead,LC50,96,4790,-5,3.99,0.505
540,1378247,20.2,3.005682604,0.13,-2.02,4,0,0,0,0,2,0,152.19,2.63,345.05,261.34,0,83.71,0,552,0,1.5,0.01,0,0.94,15.45,4.28,4.93,2.16,1.86,-1.97,-2.85,9906.04,0.03,5899.29,-1.03,9.14,-0.4,0,0,15.88,2,0,6,0,6,0,11,-8.91,0.49,9.41,Fathead,LC50,96,20.2,-0.49,8.91,-4.21
567,13909734,199,5.293304825,0.95,-0.05,0,0,0,0,0,4,0,210.23,6.19,406.8,324.35,36.32,46.13,0,689.52,0,4.25,0.06,0,0.93,19.31,5.53,8.4,4.56,1.53,-1.11,-2.92,4482.24,0.04,2503.45,-1.64,9.47,0.54,0,0,48.94,4,0,6,0,6,0,15,-9.24,-0.14,9.1,Fathead,LC50,96,199,0.14,9.24,-4.69
594,13952846,275,5.616771098,3.76,1.32,9,1,0,0,0,2,0,73.14,1.5,276.74,228.89,47.85,0,0,399.6,2,1,0.01,0.01,0.95,8.55,2.84,5.17,4.18,0.1,1.38,-3.1,869.03,0.49,470.26,-4.27,9.52,-3.11,0,0,24.38,1,0,0,0,0,0,5,-9.65,3.52,13.18,Fathead,LC50,96,275,-3.52,9.65,-3.065
307,140318,2190,7.691656823,17,2.83,3,3,0,0,0,3,0,129.21,1.7,346.66,247.89,98.76,0,0,537.36,3,4.5,0.01,0.02,0.92,13.43,4.68,10.38,9.39,-1.56,2,-4.97,17.78,0.41,8.6,-7.18,9.5,-2.68,0,0,49.13,3,0,6,0,6,4,9,-9.1,2.73,11.83,Fathead,LC50,96,2190,-2.73,9.1,-3.185
568,14064109,0.95,-0.051293294,0,-5.32,1,0,0,0,0,4,3,194.61,5.09,439.57,291.14,81.99,0,66.44,680.86,0,4,0.04,0,0.85,18.53,5.29,8.05,4.42,1.48,-2.09,-3.94,1653.55,-0.27,1969.54,-2.65,10.82,0.17,0,0,66.99,4,0,0,0,0,0,12,-11.47,-0.09,11.38,Fathead,LC50,96,0.95,0.09,11.47,-5.78
308,141037,4.46,1.495148766,0.02,-3.94,4,0,0,0,0,9,2,230.3,0,598.8,499.02,99.78,0,0,955.66,0,4,0,0,0.78,26.31,7.63,9.64,3.79,2.89,-4.01,-5.03,1121.23,-1.06,559.84,-2.49,11.2,-1.07,0,0,71.98,4,0,0,0,0,0,16,-11.27,0.97,12.24,Fathead,LC50,96,4.46,-0.97,11.27,-5.15
309,141286,18,2.890371758,0.09,-2.41,3,0,0,0,0,7,2,202.25,0,534.21,434.43,99.78,0,0,836.45,0,4,0,0,0.8,22.83,6.4,8.55,4.08,2.11,-3.11,-4.71,1121.22,-0.89,559.84,-2.69,11.12,-1.17,0,0,71.98,4,0,0,0,0,0,14,-11.27,1.1,12.37,Fathead,LC50,96,18,-1.1,11.27,-5.085
310,141435,2070,7.635303886,33.9,3.52,9,1,0,0,0,3,0,61.08,1.04,230.46,116.38,114.09,0,0,309.36,3,2.7,0,0.02,0.96,4.3,2.6,6.35,7.44,-1.32,1.71,-2.91,204.61,-0.04,98.5,-5.4,9.47,-3.13,0,0,49.4,2,0,0,0,0,0,4,-10,3.35,13.35,Fathead,LC50,96,2070,-3.35,10,-3.325
311,141786,230,5.438079309,2.61,0.96,9,0,0,0,0,1,1,88.11,2.75,303.93,241.94,62,0,0,429.04,0,2,0.02,0,0.91,10.37,2.32,3.63,2.62,0.73,-0.05,-3.07,2558.6,0,1365.69,-2.57,11.14,-1.2,0,0,38.58,2,0,0,0,0,0,6,-11.25,1.15,12.4,Fathead,LC50,96,230,-1.15,11.25,-5.05
312,141913,387,5.958424693,3.36,1.21,5,1,0,0,0,0,0,115.18,1.73,323.76,292.79,30.97,0,0,494.51,1,3.2,0.01,0.01,0.93,13.64,3.41,6.64,5.33,-0.25,0.33,-3.32,1256.45,0.73,700.48,-4.15,9.61,-2.75,0,0,24.68,2,0,6,0,6,4,8,-9.46,2.85,12.31,Fathead,LC50,96,387,-2.85,9.46,-3.305
313,141935,4.15,1.423108334,0.03,-3.48,6,0,0,0,0,2,0,134.22,0.36,383.7,256.54,0,127.16,0,607.5,0,0,0,0,0.9,18.09,4.78,4.87,0,3.82,-4.02,-3.69,9906.04,0.71,5899.29,-0.88,9.49,-0.43,0,0,0,0,0,6,0,6,0,10,-9.25,0.54,9.79,Fathead,LC50,96,4.15,-0.54,9.25,-4.355
314,142289,111,4.709530201,0.98,-0.02,12,0,0,0,0,0,0,112.99,2.56,284.88,137.04,0,0,147.84,407.41,0,0,0.02,0,0.93,10.15,3,2.96,0.46,2.49,-2,-2.62,9906.04,0.47,10000,-1.52,10.59,-0.67,0,0,0,0,0,0,0,0,0,5,-11.37,1.02,12.39,Fathead,LC50,96,111,-1.02,11.37,-5.175
315,142621,320,5.768320996,2.76,1.02,7,0,0,1,0,4,0,116.16,2.38,344.03,237.09,106.94,0,0,519.3,1,2,0.01,0.01,0.91,12.06,3.94,5.7,3.83,1.41,-0.84,-1.21,242.89,-0.54,136.3,-3.11,11.26,-1.15,0,0,50.46,2,0,0,0,0,0,8,-11.38,1.03,12.41,Fathead,LC50,96,320,-1.03,11.38,-5.175
316,142927,4.4,1.481604541,0.03,-3.49,5,0,0,0,0,5,1,144.21,2.79,433.1,371.11,62,0,0,667.45,0,2,0.01,0,0.85,17.35,4.55,5.73,2.05,2.29,-2.56,-3.91,2558.6,-0.31,1365.69,-2.18,11.13,-1.2,0,0,38.58,2,0,0,0,0,0,10,-11.18,1.15,12.32,Fathead,LC50,96,4.4,-1.15,11.18,-5.015
317,142961,32.3,3.47506723,0.25,-1.39,7,0,0,0,0,6,0,130.23,1.65,417.87,417.87,0,0,0,644.4,0,1.7,0,0,0.86,15.78,3.94,4.6,1.08,2.7,-2.39,-3.74,9906.04,0.25,5899.29,-0.94,10.63,-2.74,0,0,9.03,1,0,0,0,0,0,9,-10.39,2.89,13.27,Fathead,LC50,96,32.3,-2.89,10.39,-3.75
318,143088,5.7,1.740466175,0.04,-3.23,5,0,0,0,0,8,0,144.26,2.05,440.96,384.01,56.96,0,0,697.08,1,1.7,0.01,0,0.86,16.61,5.13,6.59,2.54,2.77,-2.37,-3.76,2856.22,-0.43,1538.18,-1.8,10.98,-3.01,0,0,23.24,1,0,0,0,0,0,10,-10.85,3.34,14.19,Fathead,LC50,96,5.7,-3.34,10.85,-3.755
319,143168,0.78,-0.248461359,0,-5.47,3,1,0,0,0,10,0,185.35,1.2,551.53,534.96,16.56,0,0,895.82,1,1.5,0,0,0.81,23.28,6.7,8.37,1.9,3.59,-2.91,-5.25,1720.77,0.19,984.05,-2.93,9.45,-2.84,0,0,14.25,1,0,0,0,0,0,13,-9.3,3.09,12.39,Fathead,LC50,96,0.78,-3.09,9.3,-3.105
569,14321278,57.1,4.044804117,0.42,-0.86,2,1,0,0,0,3,0,135.21,1.17,385.69,171.21,13.4,201.08,0,597.19,1,1.5,0,0,0.89,17.74,5.38,7.16,4.39,1.88,-0.89,-5.01,1843.92,0.67,1060.39,-2.83,9.43,-0.36,0,0,14.07,1,0,6,0,6,0,10,-9.37,0.46,9.82,Fathead,LC50,96,57.1,-0.46,9.37,-4.455
571,14548459,20.4,3.015534901,0.08,-2.55,0,0,0,0,0,2,0,262.11,3.78,416.7,0,69.13,270.52,77.05,686.65,0,3.5,0.02,0,0.9,22.63,7.64,9.59,6.07,2.26,-2.29,-4.39,2189.56,0.07,3050.03,-1.65,10.11,1.06,0,0,38.56,2,0,12,0,12,0,15,-9.91,-0.97,8.95,Fathead,LC50,96,20.4,0.97,9.91,-5.44
572,14548460,103,4.634728988,0.56,-0.58,0,0,0,0,0,2,0,183.21,3.47,386.64,0,69.27,317.37,0,633.55,0,3.5,0.02,0,0.92,20.95,7.06,8.71,6.29,1.76,-1.39,-4.3,2182.68,-0.1,1150.16,-1.49,10.15,0.89,0,0,38.62,2,0,12,0,12,0,14,-10.06,-0.71,9.35,Fathead,LC50,96,103,0.71,10.06,-5.385
464,1482151,205,5.323009979,1.83,0.6,8,0,0,0,0,3,0,112.17,1.89,328.41,254.42,33.52,40.47,0,506.85,1.5,0.75,0.01,0,0.94,12.59,3.99,5.67,3.29,1.69,-1.12,-2.76,4764.36,0.13,2674.19,-1.71,11.1,-1.75,0,0,18.77,1,0,0,0,0,0,8,-10.73,1.7,12.43,Fathead,LC50,96,205,-1.7,10.73,-4.515
465,1484135,1.00E-05,-11.51292546,1.66E-05,-11.01,6,0,0,0,0,1,0,193.25,1.19,423.09,64.56,0.48,358.05,0,696.45,0,0,0,0,0.9,24.5,7.29,7.54,2.96,4.35,-5.26,-4.89,9803.75,0.5,5833.48,-0.17,8.1,0.21,0,0,2.2,1,0,13,0,13,0,15,-8.25,-0.25,8,Fathead,LC50,96,0,0.25,8.25,-4.25
466,1484260,9.14,2.212660385,0.05,-3.08,1,0,0,0,0,4,0,199.25,1.57,436.31,22.62,61.66,352.03,0,710.63,1.5,1.75,0,0,0.88,23.08,8.05,10.35,6.62,2.88,-3.05,-5.11,2577.29,-0.21,1376.48,-1.03,8.17,-0.25,0,0,35.1,2,0,12,0,12,0,15,-8.55,0.38,8.93,Fathead,LC50,96,9.14,-0.38,8.55,-4.085
321,148538,2.4,0.875468737,0.02,-4.15,3,0,0,0,0,3,0,152.15,4.6,325.7,102.02,116.35,107.33,0,516.63,0,2.5,0.04,0,0.96,13.62,5.03,5.82,3.83,1.04,-0.66,-2.76,780.88,-0.47,378.66,-3,9.44,0.67,0,0,65.25,3,0,6,0,6,0,11,-9.12,-0.45,8.67,Fathead,LC50,96,2.4,0.45,9.12,-4.785
322,150196,74,4.304065093,0.6,-0.52,7,0,0,0,0,2,0,124.14,3.16,293.51,87.1,54.46,151.95,0,451.22,1,1.5,0.02,0.01,0.97,12.07,4.59,5.75,4.33,1.66,-0.76,-2.75,3016.32,0.06,1631.58,-1.8,9.3,-0.18,0,0,31.79,2,0,6,0,6,0,9,-8.97,0.39,9.36,Fathead,LC50,96,74,-0.39,8.97,-4.29
573,15045439,168,5.123963979,1.31,0.27,9,0,0,0,0,0,0,128.21,1.93,345.64,345.64,0,0,0,559.73,0,0.75,0.01,0,0.95,16.25,3.85,4.66,1.29,2.12,-2.86,-2.34,9906.04,0.54,5899.29,-1.52,10.68,-2.79,0,0,8.09,1,0,5,0,5,4,9,-10.28,2.83,13.11,Fathead,LC50,96,168,-2.83,10.28,-3.725
323,150765,110,4.700480366,0.89,-0.12,7,0,0,0,0,2,0,124.14,2.68,293.53,87.11,54.46,151.97,0,451.78,1,1.5,0.02,0.01,0.97,12.09,4.6,5.67,4.33,1.66,-0.76,-2.74,3016.22,0.06,1631.52,-1.8,9.09,-0.2,0,0,31.8,2,0,6,0,6,0,9,-8.64,0.3,8.94,Fathead,LC50,96,110,-0.3,8.64,-4.17
324,150787,117,4.762173935,0.85,-0.17,8,0,0,0,0,2,0,138.17,0,298.48,174.22,0,124.26,0,481.25,0,1.5,0,0,1,13.01,4.42,4.04,2.32,1.77,-1.59,-2.21,9906.04,-0.15,5899.29,-0.89,8.77,-0.23,0,0,18.66,2,0,6,0,6,0,10,-8.57,0.39,8.96,Fathead,LC50,96,117,-0.39,8.57,-4.09
574,15128822,167,5.117993812,1.19,0.17,4,0,0,0,0,2,0,140.1,8.8,304.03,0,151.66,152.38,0,451.15,1,2.75,0.17,0.01,0.94,12.07,4.87,8.91,6.25,0.98,-0.72,-3.3,361.21,-0.71,164.57,-3.59,11,1.77,0,0,73,5,0,6,0,6,0,10,-10.28,-1.35,8.92,Fathead,LC50,96,167,1.35,10.28,-5.815
467,1563662,0.84,-0.174353387,0,-5.57,0,0,0,0,0,1,0,221.26,3.34,460.12,278.79,58.39,122.95,0,772.48,1,3.75,0.01,0.01,0.88,25.29,6.95,11.36,7,2.27,-3.21,-3.98,2768.45,0.01,1487.15,-2.07,9.01,-0.15,0,0,57.71,4,0,9,0,9,2,16,-8.89,0.19,9.08,Fathead,LC50,96,0.84,-0.19,8.89,-4.35
